UID,date_time,DO_mg/L,temp_c
78,7/6/2020 18:25,7.72,26.86
79,7/6/2020 18:30,7.77,26.88
80,7/6/2020 18:35,7.75,26.9
81,7/6/2020 18:40,7.75,26.92
82,7/6/2020 18:45,7.73,26.94
83,7/6/2020 18:50,7.69,26.94
84,7/6/2020 18:55,7.69,26.94
85,7/6/2020 19:00,7.68,26.94
86,7/6/2020 19:05,7.67,26.94
87,7/6/2020 19:10,7.64,26.94
88,7/6/2020 19:15,7.64,26.94
89,7/6/2020 19:20,7.63,26.94
90,7/6/2020 19:25,7.61,26.94
91,7/6/2020 19:30,7.58,26.94
92,7/6/2020 19:35,7.58,26.94
93,7/6/2020 19:40,7.59,26.94
94,7/6/2020 19:45,7.59,26.94
95,7/6/2020 19:50,7.59,26.94
96,7/6/2020 19:55,7.59,26.94
97,7/6/2020 20:00,7.59,26.94
98,7/6/2020 20:05,7.59,26.94
99,7/6/2020 20:10,7.59,26.92
100,7/6/2020 20:15,7.6,26.92
101,7/6/2020 20:20,7.61,26.9
102,7/6/2020 20:25,7.61,26.88
103,7/6/2020 20:30,7.61,26.86
104,7/6/2020 20:35,7.63,26.82
105,7/6/2020 20:40,7.63,26.8
106,7/6/2020 20:45,7.64,26.76
107,7/6/2020 20:50,7.65,26.74
108,7/6/2020 20:55,7.65,26.7
109,7/6/2020 21:00,7.66,26.66
110,7/6/2020 21:05,7.67,26.62
111,7/6/2020 21:10,7.67,26.56
112,7/6/2020 21:15,7.69,26.52
113,7/6/2020 21:20,7.7,26.46
114,7/6/2020 21:25,7.7,26.42
115,7/6/2020 21:30,7.71,26.38
116,7/6/2020 21:35,7.72,26.32
117,7/6/2020 21:40,7.73,26.28
118,7/6/2020 21:45,7.73,26.24
119,7/6/2020 21:50,7.75,26.18
120,7/6/2020 21:55,7.76,26.12
121,7/6/2020 22:00,7.76,26.08
122,7/6/2020 22:05,7.77,26.04
123,7/6/2020 22:10,7.8,25.98
124,7/6/2020 22:15,7.8,25.92
125,7/6/2020 22:20,7.81,25.88
126,7/6/2020 22:25,7.81,25.82
127,7/6/2020 22:30,7.82,25.78
128,7/6/2020 22:35,7.84,25.72
129,7/6/2020 22:40,7.84,25.66
130,7/6/2020 22:45,7.86,25.6
131,7/6/2020 22:50,7.86,25.56
132,7/6/2020 22:55,7.88,25.5
133,7/6/2020 23:00,7.88,25.44
134,7/6/2020 23:05,7.89,25.38
135,7/6/2020 23:10,7.9,25.32
136,7/6/2020 23:15,7.91,25.26
137,7/6/2020 23:20,7.92,25.2
138,7/6/2020 23:25,7.93,25.14
139,7/6/2020 23:30,7.95,25.08
140,7/6/2020 23:35,7.95,25.02
141,7/6/2020 23:40,7.96,24.96
142,7/6/2020 23:45,7.98,24.9
143,7/6/2020 23:50,7.99,24.82
144,7/6/2020 23:55,8,24.76
145,7/7/2020 0:00,8.02,24.7
146,7/7/2020 0:05,8.02,24.64
147,7/7/2020 0:10,8.04,24.56
148,7/7/2020 0:15,8.04,24.5
149,7/7/2020 0:20,8.06,24.44
150,7/7/2020 0:25,8.06,24.36
151,7/7/2020 0:30,8.07,24.3
152,7/7/2020 0:35,8.09,24.24
153,7/7/2020 0:40,8.1,24.16
154,7/7/2020 0:45,8.11,24.1
155,7/7/2020 0:50,8.12,24.02
156,7/7/2020 0:55,8.13,23.96
157,7/7/2020 1:00,8.16,23.88
158,7/7/2020 1:05,8.16,23.82
159,7/7/2020 1:10,8.17,23.74
160,7/7/2020 1:15,8.18,23.68
161,7/7/2020 1:20,8.2,23.6
162,7/7/2020 1:25,8.21,23.54
163,7/7/2020 1:30,8.22,23.46
164,7/7/2020 1:35,8.23,23.38
165,7/7/2020 1:40,8.24,23.32
166,7/7/2020 1:45,8.25,23.24
167,7/7/2020 1:50,8.27,23.16
168,7/7/2020 1:55,8.28,23.08
169,7/7/2020 2:00,8.3,23.02
170,7/7/2020 2:05,8.31,22.94
171,7/7/2020 2:10,8.32,22.86
172,7/7/2020 2:15,8.34,22.78
173,7/7/2020 2:20,8.35,22.7
174,7/7/2020 2:25,8.36,22.62
175,7/7/2020 2:30,8.37,22.54
176,7/7/2020 2:35,8.38,22.46
177,7/7/2020 2:40,8.39,22.38
178,7/7/2020 2:45,8.41,22.3
179,7/7/2020 2:50,8.43,22.22
180,7/7/2020 2:55,8.43,22.14
181,7/7/2020 3:00,8.45,22.06
182,7/7/2020 3:05,8.47,21.98
183,7/7/2020 3:10,8.48,21.9
184,7/7/2020 3:15,8.5,21.8
185,7/7/2020 3:20,8.52,21.72
186,7/7/2020 3:25,8.53,21.64
187,7/7/2020 3:30,8.54,21.54
188,7/7/2020 3:35,8.56,21.46
189,7/7/2020 3:40,8.58,21.38
190,7/7/2020 3:45,8.59,21.28
191,7/7/2020 3:50,8.61,21.2
192,7/7/2020 3:55,8.62,21.12
193,7/7/2020 4:00,8.63,21.02
194,7/7/2020 4:05,8.65,20.94
195,7/7/2020 4:10,8.66,20.84
196,7/7/2020 4:15,8.68,20.76
197,7/7/2020 4:20,8.7,20.66
198,7/7/2020 4:25,8.72,20.58
199,7/7/2020 4:30,8.73,20.48
200,7/7/2020 4:35,8.75,20.38
201,7/7/2020 4:40,8.76,20.3
202,7/7/2020 4:45,8.78,20.22
203,7/7/2020 4:50,8.8,20.12
204,7/7/2020 4:55,8.81,20.02
205,7/7/2020 5:00,8.83,19.94
206,7/7/2020 5:05,8.84,19.84
207,7/7/2020 5:10,8.86,19.74
208,7/7/2020 5:15,8.88,19.66
209,7/7/2020 5:20,8.9,19.56
210,7/7/2020 5:25,8.91,19.48
211,7/7/2020 5:30,8.93,19.38
212,7/7/2020 5:35,8.95,19.28
213,7/7/2020 5:40,8.96,19.2
214,7/7/2020 5:45,8.98,19.1
215,7/7/2020 5:50,8.99,19.02
216,7/7/2020 5:55,9.01,18.92
217,7/7/2020 6:00,9.03,18.82
218,7/7/2020 6:05,9.04,18.74
219,7/7/2020 6:10,9.07,18.64
220,7/7/2020 6:15,9.08,18.56
221,7/7/2020 6:20,9.1,18.46
222,7/7/2020 6:25,9.12,18.36
223,7/7/2020 6:30,9.13,18.28
224,7/7/2020 6:35,9.15,18.18
225,7/7/2020 6:40,9.17,18.1
226,7/7/2020 6:45,9.18,18
227,7/7/2020 6:50,9.2,17.92
228,7/7/2020 6:55,9.21,17.84
229,7/7/2020 7:00,9.24,17.74
230,7/7/2020 7:05,9.26,17.66
231,7/7/2020 7:10,9.27,17.56
232,7/7/2020 7:15,9.29,17.46
233,7/7/2020 7:20,9.31,17.38
234,7/7/2020 7:25,9.32,17.28
235,7/7/2020 7:30,9.34,17.18
236,7/7/2020 7:35,9.35,17.08
237,7/7/2020 7:40,9.38,16.98
238,7/7/2020 7:45,9.39,16.9
239,7/7/2020 7:50,9.4,16.8
240,7/7/2020 7:55,9.43,16.7
241,7/7/2020 8:00,9.45,16.62
242,7/7/2020 8:05,9.46,16.52
243,7/7/2020 8:10,9.48,16.44
244,7/7/2020 8:15,9.49,16.34
245,7/7/2020 8:20,9.51,16.26
246,7/7/2020 8:25,9.53,16.18
247,7/7/2020 8:30,9.54,16.1
248,7/7/2020 8:35,9.55,16.04
249,7/7/2020 8:40,9.56,15.96
250,7/7/2020 8:45,9.57,15.92
251,7/7/2020 8:50,9.57,15.86
252,7/7/2020 8:55,9.61,15.82
253,7/7/2020 9:00,9.63,15.78
254,7/7/2020 9:05,9.64,15.76
255,7/7/2020 9:10,9.64,15.74
256,7/7/2020 9:15,9.65,15.74
257,7/7/2020 9:20,9.65,15.74
258,7/7/2020 9:25,9.64,15.76
259,7/7/2020 9:30,9.53,15.82
260,7/7/2020 9:35,9.5,15.86
261,7/7/2020 9:40,9.54,15.9
262,7/7/2020 9:45,9.51,15.96
263,7/7/2020 9:50,9.49,16.02
264,7/7/2020 9:55,9.47,16.08
265,7/7/2020 10:00,9.45,16.16
266,7/7/2020 10:05,9.43,16.22
267,7/7/2020 10:10,9.4,16.28
268,7/7/2020 10:15,9.38,16.36
269,7/7/2020 10:20,9.35,16.42
270,7/7/2020 10:25,9.34,16.5
271,7/7/2020 10:30,9.31,16.58
272,7/7/2020 10:35,9.3,16.66
273,7/7/2020 10:40,9.56,17.4
274,7/7/2020 10:45,9.33,19.2
275,7/7/2020 10:50,8.99,20.48
276,7/7/2020 10:55,8.83,21
277,7/7/2020 11:00,8.76,21.2
278,7/7/2020 11:05,8.73,21.26
279,7/7/2020 11:10,8.72,21.28
280,7/7/2020 11:15,8.71,21.28
281,7/7/2020 11:20,8.7,21.26
282,7/7/2020 11:25,8.68,21.26
283,7/7/2020 11:30,8.7,21.24
284,7/7/2020 11:35,8.68,21.24
285,7/7/2020 11:40,8.68,21.24
286,7/7/2020 11:45,8.68,21.24
287,7/7/2020 11:50,8.67,21.24
288,7/7/2020 11:55,8.66,21.26
289,7/7/2020 12:00,8.66,21.26
290,7/7/2020 12:05,8.66,21.28
291,7/7/2020 12:10,8.66,21.28
292,7/7/2020 12:15,8.65,21.3
293,7/7/2020 12:20,8.65,21.32
294,7/7/2020 12:25,8.64,21.34
295,7/7/2020 12:30,8.63,21.36
296,7/7/2020 12:35,8.63,21.38
297,7/7/2020 12:40,8.63,21.4
298,7/7/2020 12:45,8.61,21.44
299,7/7/2020 12:50,8.6,21.5
300,7/7/2020 12:55,8.58,21.58
301,7/7/2020 13:00,8.57,21.68
302,7/7/2020 13:05,8.55,21.8
303,7/7/2020 13:10,8.53,21.94
304,7/7/2020 13:15,8.52,22.08
305,7/7/2020 13:20,8.48,22.26
306,7/7/2020 13:25,8.46,22.44
307,7/7/2020 13:30,8.44,22.62
308,7/7/2020 13:35,8.42,22.84
309,7/7/2020 13:40,8.39,23.06
310,7/7/2020 13:45,8.38,23.28
311,7/7/2020 13:50,8.35,23.5
312,7/7/2020 13:55,8.31,23.74
313,7/7/2020 14:00,8.29,23.98
314,7/7/2020 14:05,8.26,24.24
315,7/7/2020 14:10,8.24,24.48
316,7/7/2020 14:15,8.2,24.74
317,7/7/2020 14:20,8.17,25
318,7/7/2020 14:25,8.13,25.26
319,7/7/2020 14:30,8.1,25.52
320,7/7/2020 14:35,8.07,25.78
321,7/7/2020 14:40,8.03,26.06
322,7/7/2020 14:45,8.01,26.34
323,7/7/2020 14:50,7.96,26.6
324,7/7/2020 14:55,7.94,26.88
325,7/7/2020 15:00,7.9,27.16
326,7/7/2020 15:05,7.86,27.44
327,7/7/2020 15:10,7.83,27.7
328,7/7/2020 15:15,7.8,27.98
329,7/7/2020 15:20,7.75,28.26
330,7/7/2020 15:25,7.73,28.52
331,7/7/2020 15:30,7.69,28.8
332,7/7/2020 15:35,7.66,29.06
333,7/7/2020 15:40,7.63,29.32
334,7/7/2020 15:45,7.58,29.6
335,7/7/2020 15:50,7.55,29.84
336,7/7/2020 15:55,7.52,30.1
337,7/7/2020 16:00,7.49,30.36
338,7/7/2020 16:05,7.46,30.6
339,7/7/2020 16:10,7.41,30.84
340,7/7/2020 16:15,7.39,31.08
341,7/7/2020 16:20,7.36,31.32
342,7/7/2020 16:25,7.33,31.56
343,7/7/2020 16:30,7.31,31.76
344,7/7/2020 16:35,7.3,31.92
345,7/7/2020 16:40,7.27,32.04
346,7/7/2020 16:45,7.27,32.1
347,7/7/2020 16:50,7.25,32.16
348,7/7/2020 16:55,7.23,32.2
349,7/7/2020 17:00,7.23,32.2
350,7/7/2020 17:05,7.22,32.2
351,7/7/2020 17:10,7.23,32.2
352,7/7/2020 17:15,7.22,32.18
353,7/7/2020 17:20,7.2,32.18
354,7/7/2020 17:25,7.18,32.16
355,7/7/2020 17:30,7.17,32.14
356,7/7/2020 17:35,7.18,32.12
357,7/7/2020 17:40,7.17,32.08
358,7/7/2020 17:45,7.16,32.06
359,7/7/2020 17:50,7.16,32.02
360,7/7/2020 17:55,7.15,31.98
361,7/7/2020 18:00,7.15,31.96
362,7/7/2020 18:05,7.13,31.92
363,7/7/2020 18:10,7.1,31.88
364,7/7/2020 18:15,7.11,31.84
365,7/7/2020 18:20,7.12,31.8
366,7/7/2020 18:25,7.12,31.74
367,7/7/2020 18:30,7.13,31.7
368,7/7/2020 18:35,7.13,31.62
369,7/7/2020 18:40,7.14,31.56
370,7/7/2020 18:45,7.14,31.48
371,7/7/2020 18:50,7.15,31.4
372,7/7/2020 18:55,7.16,31.3
373,7/7/2020 19:00,7.16,31.22
374,7/7/2020 19:05,7.17,31.14
375,7/7/2020 19:10,7.18,31.04
376,7/7/2020 19:15,7.18,30.96
377,7/7/2020 19:20,7.19,30.86
378,7/7/2020 19:25,7.2,30.78
379,7/7/2020 19:30,7.21,30.7
380,7/7/2020 19:35,7.21,30.62
381,7/7/2020 19:40,7.22,30.56
382,7/7/2020 19:45,7.22,30.5
383,7/7/2020 19:50,7.23,30.42
384,7/7/2020 19:55,7.24,30.36
385,7/7/2020 20:00,7.24,30.32
386,7/7/2020 20:05,7.25,30.26
387,7/7/2020 20:10,7.27,30.2
388,7/7/2020 20:15,7.27,30.16
389,7/7/2020 20:20,7.28,30.1
390,7/7/2020 20:25,7.28,30.06
391,7/7/2020 20:30,7.29,30.02
392,7/7/2020 20:35,7.29,29.96
393,7/7/2020 20:40,7.31,29.9
394,7/7/2020 20:45,7.3,29.86
395,7/7/2020 20:50,7.31,29.8
396,7/7/2020 20:55,7.32,29.76
397,7/7/2020 21:00,7.33,29.7
398,7/7/2020 21:05,7.33,29.64
399,7/7/2020 21:10,7.33,29.6
400,7/7/2020 21:15,7.35,29.54
401,7/7/2020 21:20,7.35,29.5
402,7/7/2020 21:25,7.35,29.44
403,7/7/2020 21:30,7.36,29.38
404,7/7/2020 21:35,7.37,29.34
405,7/7/2020 21:40,7.38,29.28
406,7/7/2020 21:45,7.38,29.22
407,7/7/2020 21:50,7.39,29.16
408,7/7/2020 21:55,7.39,29.1
409,7/7/2020 22:00,7.4,29.04
410,7/7/2020 22:05,7.41,28.98
411,7/7/2020 22:10,7.41,28.92
412,7/7/2020 22:15,7.43,28.86
413,7/7/2020 22:20,7.43,28.78
414,7/7/2020 22:25,7.46,28.72
415,7/7/2020 22:30,7.46,28.64
416,7/7/2020 22:35,7.48,28.58
417,7/7/2020 22:40,7.48,28.5
418,7/7/2020 22:45,7.49,28.42
419,7/7/2020 22:50,7.5,28.36
420,7/7/2020 22:55,7.51,28.28
421,7/7/2020 23:00,7.51,28.2
422,7/7/2020 23:05,7.52,28.12
423,7/7/2020 23:10,7.53,28.04
424,7/7/2020 23:15,7.55,27.96
425,7/7/2020 23:20,7.56,27.86
426,7/7/2020 23:25,7.57,27.78
427,7/7/2020 23:30,7.58,27.7
428,7/7/2020 23:35,7.59,27.6
429,7/7/2020 23:40,7.6,27.52
430,7/7/2020 23:45,7.61,27.42
431,7/7/2020 23:50,7.63,27.34
432,7/7/2020 23:55,7.65,27.24
433,7/8/2020 0:00,7.67,27.14
434,7/8/2020 0:05,7.68,27.04
435,7/8/2020 0:10,7.69,26.96
436,7/8/2020 0:15,7.69,26.86
437,7/8/2020 0:20,7.71,26.76
438,7/8/2020 0:25,7.72,26.66
439,7/8/2020 0:30,7.74,26.56
440,7/8/2020 0:35,7.75,26.46
441,7/8/2020 0:40,7.76,26.36
442,7/8/2020 0:45,7.78,26.26
443,7/8/2020 0:50,7.8,26.16
444,7/8/2020 0:55,7.82,26.04
445,7/8/2020 1:00,7.83,25.94
446,7/8/2020 1:05,7.84,25.84
447,7/8/2020 1:10,7.86,25.74
448,7/8/2020 1:15,7.87,25.62
449,7/8/2020 1:20,7.89,25.52
450,7/8/2020 1:25,7.91,25.42
451,7/8/2020 1:30,7.91,25.3
452,7/8/2020 1:35,7.93,25.2
453,7/8/2020 1:40,7.95,25.1
454,7/8/2020 1:45,7.96,25
455,7/8/2020 1:50,7.98,24.88
456,7/8/2020 1:55,8,24.78
457,7/8/2020 2:00,8.01,24.66
458,7/8/2020 2:05,8.02,24.56
459,7/8/2020 2:10,8.04,24.44
460,7/8/2020 2:15,8.06,24.34
461,7/8/2020 2:20,8.08,24.22
462,7/8/2020 2:25,8.09,24.12
463,7/8/2020 2:30,8.1,24
464,7/8/2020 2:35,8.12,23.9
465,7/8/2020 2:40,8.14,23.78
466,7/8/2020 2:45,8.16,23.68
467,7/8/2020 2:50,8.18,23.56
468,7/8/2020 2:55,8.19,23.44
469,7/8/2020 3:00,8.22,23.34
470,7/8/2020 3:05,8.23,23.22
471,7/8/2020 3:10,8.24,23.12
472,7/8/2020 3:15,8.25,23
473,7/8/2020 3:20,8.27,22.88
474,7/8/2020 3:25,8.29,22.78
475,7/8/2020 3:30,8.3,22.66
476,7/8/2020 3:35,8.34,22.56
477,7/8/2020 3:40,8.36,22.44
478,7/8/2020 3:45,8.37,22.32
479,7/8/2020 3:50,8.39,22.22
480,7/8/2020 3:55,8.4,22.1
481,7/8/2020 4:00,8.42,22
482,7/8/2020 4:05,8.43,21.88
483,7/8/2020 4:10,8.45,21.78
484,7/8/2020 4:15,8.47,21.66
485,7/8/2020 4:20,8.49,21.56
486,7/8/2020 4:25,8.5,21.44
487,7/8/2020 4:30,8.53,21.32
488,7/8/2020 4:35,8.55,21.22
489,7/8/2020 4:40,8.57,21.1
490,7/8/2020 4:45,8.58,21
491,7/8/2020 4:50,8.61,20.88
492,7/8/2020 4:55,8.62,20.78
493,7/8/2020 5:00,8.63,20.66
494,7/8/2020 5:05,8.66,20.56
495,7/8/2020 5:10,8.67,20.44
496,7/8/2020 5:15,8.7,20.34
497,7/8/2020 5:20,8.71,20.24
498,7/8/2020 5:25,8.73,20.12
499,7/8/2020 5:30,8.75,20.02
500,7/8/2020 5:35,8.76,19.9
501,7/8/2020 5:40,8.78,19.8
502,7/8/2020 5:45,8.8,19.7
503,7/8/2020 5:50,8.81,19.58
504,7/8/2020 5:55,8.84,19.48
505,7/8/2020 6:00,8.85,19.38
506,7/8/2020 6:05,8.88,19.26
507,7/8/2020 6:10,8.89,19.16
508,7/8/2020 6:15,8.92,19.06
509,7/8/2020 6:20,8.93,18.96
510,7/8/2020 6:25,8.95,18.84
511,7/8/2020 6:30,8.96,18.74
512,7/8/2020 6:35,8.98,18.64
513,7/8/2020 6:40,9.01,18.54
514,7/8/2020 6:45,9.02,18.44
515,7/8/2020 6:50,9.04,18.32
516,7/8/2020 6:55,9.06,18.22
517,7/8/2020 7:00,9.08,18.12
518,7/8/2020 7:05,9.1,18.02
519,7/8/2020 7:10,9.11,17.94
520,7/8/2020 7:15,9.14,17.84
521,7/8/2020 7:20,9.15,17.74
522,7/8/2020 7:25,9.17,17.64
523,7/8/2020 7:30,9.18,17.54
524,7/8/2020 7:35,9.2,17.44
525,7/8/2020 7:40,9.22,17.34
526,7/8/2020 7:45,9.25,17.26
527,7/8/2020 7:50,9.26,17.16
528,7/8/2020 7:55,9.28,17.08
529,7/8/2020 8:00,9.3,16.98
530,7/8/2020 8:05,9.3,16.9
531,7/8/2020 8:10,9.32,16.8
532,7/8/2020 8:15,9.34,16.7
533,7/8/2020 8:20,9.36,16.62
534,7/8/2020 8:25,9.37,16.54
535,7/8/2020 8:30,9.39,16.46
536,7/8/2020 8:35,9.4,16.38
537,7/8/2020 8:40,9.42,16.3
538,7/8/2020 8:45,9.44,16.22
539,7/8/2020 8:50,9.45,16.16
540,7/8/2020 8:55,9.46,16.08
541,7/8/2020 9:00,9.47,16.02
542,7/8/2020 9:05,9.49,15.94
543,7/8/2020 9:10,9.49,15.88
544,7/8/2020 9:15,9.51,15.84
545,7/8/2020 9:20,9.52,15.78
546,7/8/2020 9:25,9.52,15.74
547,7/8/2020 9:30,9.53,15.68
548,7/8/2020 9:35,9.53,15.66
549,7/8/2020 9:40,9.54,15.62
550,7/8/2020 9:45,9.55,15.58
551,7/8/2020 9:50,9.55,15.56
552,7/8/2020 9:55,9.55,15.56
553,7/8/2020 10:00,9.55,15.54
554,7/8/2020 10:05,9.55,15.54
555,7/8/2020 10:10,9.55,15.56
556,7/8/2020 10:15,9.54,15.56
557,7/8/2020 10:20,9.53,15.58
558,7/8/2020 10:25,9.53,15.62
559,7/8/2020 10:30,9.52,15.64
560,7/8/2020 10:35,9.51,15.68
561,7/8/2020 10:40,9.49,15.74
562,7/8/2020 10:45,9.47,15.8
563,7/8/2020 10:50,9.46,15.86
564,7/8/2020 10:55,9.45,15.94
565,7/8/2020 11:00,9.42,16.04
566,7/8/2020 11:05,9.4,16.14
567,7/8/2020 11:10,9.38,16.24
568,7/8/2020 11:15,9.35,16.34
569,7/8/2020 11:20,9.33,16.48
570,7/8/2020 11:25,9.31,16.6
571,7/8/2020 11:30,9.28,16.74
572,7/8/2020 11:35,9.25,16.88
573,7/8/2020 11:40,9.22,17.02
574,7/8/2020 11:45,9.19,17.16
575,7/8/2020 11:50,9.16,17.32
576,7/8/2020 11:55,9.13,17.46
577,7/8/2020 12:00,9.1,17.64
578,7/8/2020 12:05,9.07,17.8
579,7/8/2020 12:10,9.03,17.96
580,7/8/2020 12:15,9,18.14
581,7/8/2020 12:20,8.96,18.32
582,7/8/2020 12:25,8.93,18.5
583,7/8/2020 12:30,8.9,18.7
584,7/8/2020 12:35,8.86,18.88
585,7/8/2020 12:40,8.83,19.08
586,7/8/2020 12:45,8.8,19.26
587,7/8/2020 12:50,8.77,19.46
588,7/8/2020 12:55,8.73,19.66
589,7/8/2020 13:00,8.66,19.88
590,7/8/2020 13:05,8.62,20.1
591,7/8/2020 13:10,8.58,20.32
592,7/8/2020 13:15,8.56,20.52
593,7/8/2020 13:20,8.53,20.72
594,7/8/2020 13:25,8.49,20.92
595,7/8/2020 13:30,8.5,21.02
596,7/8/2020 13:35,8.49,21.14
597,7/8/2020 13:40,8.48,21.28
598,7/8/2020 13:45,8.46,21.46
599,7/8/2020 13:50,8.44,21.62
600,7/8/2020 13:55,8.44,21.7
601,7/8/2020 14:00,8.43,21.84
602,7/8/2020 14:05,8.41,22
603,7/8/2020 14:10,8.38,22.18
604,7/8/2020 14:15,8.36,22.34
605,7/8/2020 14:20,8.32,22.52
606,7/8/2020 14:25,8.3,22.68
607,7/8/2020 14:30,8.28,22.86
608,7/8/2020 14:35,8.26,23.02
609,7/8/2020 14:40,8.24,23.2
610,7/8/2020 14:45,8.21,23.38
611,7/8/2020 14:50,8.18,23.56
612,7/8/2020 14:55,8.17,23.72
613,7/8/2020 15:00,8.12,23.92
614,7/8/2020 15:05,8.1,24.1
615,7/8/2020 15:10,8.08,24.28
616,7/8/2020 15:15,8.05,24.46
617,7/8/2020 15:20,8.03,24.66
618,7/8/2020 15:25,8.01,24.84
619,7/8/2020 15:30,7.99,25.02
620,7/8/2020 15:35,7.94,25.22
621,7/8/2020 15:40,7.92,25.42
622,7/8/2020 15:45,7.9,25.62
623,7/8/2020 15:50,7.87,25.82
624,7/8/2020 15:55,7.85,26.02
625,7/8/2020 16:00,7.82,26.2
626,7/8/2020 16:05,7.8,26.38
627,7/8/2020 16:10,7.73,26.56
628,7/8/2020 16:15,7.64,26.72
629,7/8/2020 16:20,7.58,26.86
630,7/8/2020 16:25,7.54,27.02
631,7/8/2020 16:30,7.52,27.18
632,7/8/2020 16:35,7.5,27.34
633,7/8/2020 16:40,7.48,27.48
634,7/8/2020 16:45,7.46,27.62
635,7/8/2020 16:50,7.43,27.74
636,7/8/2020 16:55,7.41,27.88
637,7/8/2020 17:00,7.39,28
638,7/8/2020 17:05,7.38,28.14
639,7/8/2020 17:10,7.37,28.26
640,7/8/2020 17:15,7.34,28.38
641,7/8/2020 17:20,7.33,28.5
642,7/8/2020 17:25,7.32,28.62
643,7/8/2020 17:30,7.3,28.74
644,7/8/2020 17:35,7.29,28.86
645,7/8/2020 17:40,7.27,28.96
646,7/8/2020 17:45,7.25,29.08
647,7/8/2020 17:50,7.23,29.2
648,7/8/2020 17:55,7.22,29.3
649,7/8/2020 18:00,7.21,29.4
650,7/8/2020 18:05,7.19,29.5
651,7/8/2020 18:10,7.18,29.6
652,7/8/2020 18:15,7.17,29.7
653,7/8/2020 18:20,7.17,29.8
654,7/8/2020 18:25,7.15,29.9
655,7/8/2020 18:30,7.18,30
656,7/8/2020 18:35,7.25,30.08
657,7/8/2020 18:40,7.25,30.18
658,7/8/2020 18:45,7.28,30.26
659,7/8/2020 18:50,7.27,30.34
660,7/8/2020 18:55,7.25,30.42
661,7/8/2020 19:00,7.24,30.5
662,7/8/2020 19:05,7.23,30.56
663,7/8/2020 19:10,7.2,30.64
664,7/8/2020 19:15,7.2,30.7
665,7/8/2020 19:20,7.18,30.76
666,7/8/2020 19:25,7.17,30.82
